timestep, id, lat, long, angle, speed, RSSI, throughput
112.00, 26, 37.968813, 23.764607, 137.693011, 5.893475, 70.44288660112784, 35.22144330056392
113.00, 26, 37.968773, 23.764651, 137.693011, 5.893475, 65.9088967434605, 32.95444837173025
114.00, 26, 37.968733, 23.764695, 137.693011, 5.893475, 78.11993842959498, 39.05996921479749
115.00, 26, 37.968693, 23.764738, 137.693011, 5.893475, 55.57786382869995, 27.788931914349973
116.00, 26, 37.968652, 23.764782, 137.693011, 5.893475, 39.27755820493372, 19.63877910246686
117.00, 26, 37.968612, 23.764826, 137.693011, 5.893475, 57.757935908602654, 28.878967954301327
118.00, 26, 37.968572, 23.764870, 136.689462, 5.893475, 83.31191203635744, 41.65595601817872
119.00, 26, 37.968535, 23.764917, 133.464413, 5.893475, 71.33585873568683, 35.66792936784341
120.00, 26, 37.968497, 23.764965, 133.464413, 5.893475, 68.2492210046989, 34.12461050234945
121.00, 26, 37.968459, 23.765012, 133.464413, 5.893475, 77.4428314928225, 38.72141574641125
122.00, 26, 37.968422, 23.765059, 133.464413, 5.893475, 80.42288420772019, 40.211442103860094
